context,chair(downsampling rate),chair(frame rate),table(downsampling rate),table(frame rate),fridge(downsampling rate),fridge(frame rate),bag(downsampling rate),bag(frame rate),bulletin_board(downsampling rate),bulletin_board(frame rate),bag_2(downsampling rate),bag_2(frame rate),laptop(downsampling rate),laptop(frame rate),person_1(downsampling rate),person_1(frame rate),person_2(downsampling rate),person_2(frame rate),plastic_container(downsampling rate),plastic_container(frame rate),shelf(downsampling rate),shelf(frame rate),score
2.0,6.0,8.0,87.0,7.0,8.0,3.0,53.0,1.0,60.0,9.0,81.0,3.0,53.0,10.0,49.0,4.0,18.0,2.0,99.0,8.0,34.0,9.0,207.0848775
1.0,64.0,8.0,6.0,1.0,53.0,10.0,40.0,10.0,87.0,9.0,1.0,6.0,71.0,2.0,48.0,4.0,26.0,10.0,15.0,1.0,59.0,6.0,243.45064509999997
1.0,30.0,5.0,26.0,2.0,89.0,3.0,100.0,7.0,11.0,8.0,15.0,7.0,72.0,7.0,35.0,4.0,9.0,2.0,89.0,4.0,68.0,1.0,240.3230746
1.0,82.0,7.0,60.0,1.0,65.0,7.0,87.0,7.0,12.0,6.0,84.0,10.0,60.0,10.0,51.0,4.0,76.0,1.0,52.0,2.0,83.0,4.0,262.9196032
1.0,67.0,6.0,29.0,9.0,48.0,9.0,38.0,8.0,20.0,6.0,59.0,4.0,12.0,10.0,32.0,2.0,69.0,4.0,34.0,3.0,71.0,10.0,220.17352499999998
1.0,44.0,1.0,76.0,3.0,56.0,4.0,47.0,5.0,47.0,10.0,61.0,4.0,64.0,7.0,29.0,6.0,13.0,3.0,80.0,8.0,16.0,7.0,248.05596820000002
1.0,73.0,6.0,87.0,4.0,48.0,7.0,73.0,7.0,87.0,2.0,96.0,1.0,85.0,1.0,40.0,10.0,70.0,8.0,74.0,6.0,13.0,1.0,274.56807619999995
2.0,29.0,5.0,62.0,8.0,33.0,5.0,49.0,5.0,12.0,1.0,80.0,5.0,38.0,4.0,41.0,6.0,89.0,6.0,12.0,2.0,44.0,7.0,276.2487304
2.0,85.0,3.0,6.0,10.0,61.0,2.0,29.0,8.0,94.0,6.0,99.0,9.0,99.0,7.0,16.0,1.0,12.0,9.0,52.0,10.0,10.0,5.0,202.2505324
2.0,2.0,10.0,86.0,2.0,43.0,3.0,62.0,3.0,79.0,4.0,23.0,2.0,91.0,2.0,4.0,5.0,48.0,2.0,60.0,10.0,55.0,5.0,184.10510259999998
2.0,49.0,10.0,87.0,10.0,1.0,9.0,15.0,9.0,11.0,7.0,71.0,10.0,11.0,3.0,41.0,6.0,80.0,7.0,32.0,10.0,94.0,8.0,272.1548092
2.0,82.0,9.0,2.0,5.0,70.0,7.0,67.0,2.0,54.0,7.0,73.0,9.0,26.0,8.0,22.0,10.0,28.0,5.0,100.0,1.0,63.0,2.0,226.6050845
2.0,48.0,8.0,84.0,1.0,72.0,5.0,16.0,9.0,58.0,7.0,81.0,1.0,64.0,5.0,68.0,4.0,28.0,8.0,89.0,9.0,50.0,7.0,290.0753245
1.0,74.0,6.0,79.0,10.0,65.0,1.0,21.0,4.0,4.0,2.0,4.0,5.0,14.0,8.0,27.0,7.0,49.0,6.0,90.0,8.0,42.0,8.0,232.9368427
2.0,37.0,5.0,19.0,4.0,36.0,10.0,11.0,1.0,71.0,5.0,86.0,5.0,8.0,2.0,58.0,7.0,23.0,10.0,2.0,3.0,13.0,10.0,250.104993
2.0,23.0,5.0,15.0,9.0,28.0,3.0,72.0,1.0,46.0,5.0,85.0,10.0,41.0,8.0,2.0,1.0,17.0,9.0,72.0,1.0,23.0,7.0,244.08573479999998
2.0,46.0,4.0,65.0,7.0,3.0,4.0,91.0,4.0,37.0,2.0,3.0,3.0,27.0,2.0,46.0,6.0,97.0,5.0,18.0,7.0,12.0,4.0,278.82748139999995
2.0,16.0,4.0,78.0,9.0,9.0,5.0,91.0,1.0,58.0,6.0,66.0,2.0,31.0,2.0,10.0,9.0,56.0,8.0,79.0,3.0,95.0,1.0,253.7763568
1.0,82.0,9.0,51.0,8.0,76.0,1.0,73.0,4.0,90.0,8.0,13.0,1.0,59.0,8.0,47.0,3.0,66.0,3.0,51.0,8.0,50.0,7.0,257.83159200000006
1.0,19.0,3.0,61.0,10.0,48.0,5.0,17.0,5.0,71.0,9.0,12.0,9.0,25.0,7.0,45.0,6.0,36.0,9.0,72.0,8.0,48.0,9.0,249.641203
1.0,93.0,6.0,78.0,7.0,100.0,4.0,27.0,2.0,51.0,4.0,85.0,5.0,100.0,6.0,36.0,1.0,62.0,3.0,100.0,2.0,71.0,4.0,248.33559779999996
2.0,79.0,10.0,39.0,9.0,37.0,6.0,87.0,9.0,17.0,4.0,72.0,7.0,100.0,1.0,89.0,6.0,30.0,2.0,35.0,7.0,14.0,6.0,284.93814369999996
1.0,78.0,1.0,90.0,3.0,99.0,10.0,59.0,6.0,93.0,3.0,3.0,2.0,5.0,1.0,6.0,8.0,37.0,6.0,68.0,5.0,6.0,1.0,197.01245919999997
1.0,7.0,7.0,52.0,8.0,69.0,10.0,69.0,8.0,93.0,1.0,76.0,2.0,6.0,3.0,93.0,8.0,6.0,1.0,45.0,5.0,42.0,2.0,222.6815848
2.0,96.0,2.0,33.0,6.0,22.0,6.0,96.0,6.0,76.0,9.0,28.0,8.0,68.0,1.0,29.0,9.0,52.0,6.0,99.0,1.0,97.0,3.0,273.85839839999994
1.0,31.0,6.0,96.0,2.0,57.0,7.0,40.0,10.0,15.0,10.0,68.0,5.0,47.0,3.0,35.0,8.0,60.0,8.0,88.0,2.0,66.0,2.0,256.207631
1.0,51.0,10.0,55.0,8.0,11.0,3.0,81.0,3.0,34.0,9.0,73.0,8.0,24.0,2.0,71.0,1.0,50.0,10.0,66.0,8.0,21.0,4.0,235.5414159
2.0,55.0,8.0,13.0,5.0,11.0,7.0,63.0,6.0,79.0,5.0,31.0,8.0,16.0,5.0,64.0,8.0,31.0,10.0,72.0,7.0,19.0,10.0,290.6466732
1.0,32.0,5.0,32.0,2.0,6.0,2.0,54.0,2.0,6.0,1.0,1.0,3.0,18.0,6.0,35.0,4.0,70.0,10.0,27.0,7.0,62.0,4.0,230.9253129
1.0,68.0,9.0,73.0,3.0,53.0,7.0,70.0,4.0,22.0,1.0,19.0,8.0,55.0,5.0,61.0,4.0,72.0,9.0,73.0,5.0,29.0,7.0,271.25826340000003
2.0,39.0,2.0,2.0,3.0,68.0,5.0,39.0,10.0,30.0,4.0,83.0,9.0,11.0,1.0,1.0,7.0,74.0,10.0,61.0,1.0,48.0,5.0,282.3768289
2.0,71.0,1.0,78.0,1.0,59.0,9.0,39.0,4.0,41.0,1.0,78.0,9.0,92.0,4.0,61.0,8.0,75.0,7.0,24.0,6.0,16.0,7.0,306.26945390000003
2.0,10.0,4.0,7.0,9.0,60.0,4.0,50.0,3.0,98.0,10.0,46.0,10.0,71.0,5.0,51.0,10.0,45.0,3.0,48.0,5.0,62.0,4.0,243.4816981
2.0,54.0,3.0,42.0,2.0,5.0,6.0,10.0,6.0,8.0,5.0,68.0,7.0,19.0,4.0,51.0,6.0,60.0,7.0,26.0,3.0,21.0,10.0,267.5444462
1.0,86.0,6.0,99.0,4.0,94.0,9.0,68.0,8.0,83.0,5.0,19.0,2.0,58.0,3.0,5.0,6.0,42.0,8.0,58.0,3.0,67.0,4.0,246.2735451
1.0,73.0,10.0,26.0,4.0,16.0,10.0,77.0,6.0,27.0,10.0,94.0,5.0,97.0,6.0,61.0,10.0,64.0,6.0,61.0,5.0,8.0,2.0,278.27713550000004
1.0,43.0,4.0,75.0,3.0,11.0,7.0,6.0,5.0,34.0,8.0,34.0,1.0,61.0,6.0,19.0,9.0,29.0,3.0,33.0,5.0,6.0,4.0,222.85910669999998
1.0,85.0,2.0,69.0,1.0,33.0,8.0,27.0,3.0,84.0,4.0,14.0,1.0,27.0,7.0,61.0,6.0,62.0,1.0,37.0,6.0,75.0,1.0,272.73787780000004
1.0,32.0,2.0,94.0,1.0,92.0,9.0,73.0,5.0,66.0,4.0,34.0,8.0,93.0,10.0,95.0,4.0,10.0,5.0,50.0,10.0,64.0,9.0,289.13178220000003
2.0,43.0,5.0,18.0,9.0,63.0,3.0,15.0,9.0,90.0,6.0,34.0,6.0,30.0,9.0,22.0,5.0,9.0,10.0,79.0,6.0,54.0,10.0,228.84783849999997
1.0,89.0,3.0,64.0,7.0,32.0,7.0,12.0,1.0,90.0,7.0,36.0,2.0,1.0,2.0,7.0,6.0,78.0,9.0,64.0,9.0,48.0,5.0,194.7025237
2.0,41.0,5.0,98.0,7.0,63.0,9.0,61.0,9.0,46.0,5.0,5.0,3.0,13.0,2.0,42.0,7.0,50.0,5.0,90.0,10.0,92.0,9.0,284.43711129999997
1.0,42.0,6.0,2.0,1.0,87.0,7.0,24.0,8.0,40.0,9.0,64.0,10.0,76.0,2.0,15.0,8.0,51.0,7.0,13.0,6.0,52.0,2.0,207.30762830000003
2.0,14.0,5.0,73.0,3.0,73.0,4.0,53.0,9.0,38.0,7.0,67.0,10.0,30.0,3.0,33.0,7.0,47.0,9.0,75.0,7.0,67.0,7.0,265.1993225
2.0,77.0,1.0,17.0,3.0,38.0,6.0,86.0,9.0,74.0,7.0,21.0,9.0,27.0,1.0,89.0,1.0,32.0,1.0,62.0,3.0,94.0,5.0,233.41865479999998
2.0,8.0,1.0,75.0,2.0,70.0,6.0,72.0,9.0,45.0,6.0,85.0,1.0,69.0,10.0,78.0,4.0,52.0,8.0,11.0,8.0,44.0,1.0,267.4092442
2.0,47.0,4.0,31.0,5.0,80.0,5.0,16.0,6.0,49.0,10.0,34.0,9.0,3.0,10.0,39.0,2.0,81.0,8.0,50.0,2.0,1.0,8.0,230.0240585
2.0,21.0,10.0,61.0,4.0,81.0,4.0,13.0,2.0,68.0,1.0,42.0,10.0,47.0,8.0,85.0,4.0,78.0,1.0,93.0,7.0,5.0,5.0,259.99138930000004
2.0,20.0,4.0,81.0,9.0,25.0,5.0,53.0,2.0,74.0,1.0,20.0,10.0,58.0,4.0,30.0,3.0,89.0,2.0,55.0,7.0,37.0,8.0,244.9110694
2.0,97.0,10.0,17.0,1.0,22.0,5.0,12.0,1.0,90.0,3.0,59.0,3.0,38.0,5.0,38.0,10.0,63.0,6.0,88.0,6.0,47.0,5.0,277.7167353
2.0,27.0,7.0,33.0,8.0,95.0,6.0,52.0,6.0,21.0,10.0,41.0,1.0,18.0,10.0,95.0,4.0,2.0,7.0,75.0,4.0,58.0,7.0,259.6199187
2.0,67.0,6.0,43.0,10.0,15.0,1.0,30.0,2.0,44.0,5.0,35.0,2.0,50.0,9.0,68.0,6.0,40.0,10.0,46.0,6.0,79.0,6.0,317.83993399999997
2.0,15.0,4.0,55.0,3.0,75.0,5.0,87.0,3.0,58.0,10.0,87.0,4.0,27.0,1.0,39.0,5.0,22.0,5.0,14.0,8.0,98.0,7.0,246.98950589999998
1.0,32.0,6.0,70.0,4.0,7.0,5.0,40.0,2.0,16.0,7.0,84.0,9.0,62.0,9.0,34.0,1.0,2.0,6.0,49.0,3.0,58.0,7.0,222.04883529999995
2.0,84.0,8.0,58.0,10.0,29.0,5.0,24.0,9.0,8.0,7.0,83.0,4.0,47.0,9.0,42.0,7.0,42.0,1.0,37.0,5.0,61.0,10.0,253.81476919999997
2.0,92.0,3.0,16.0,6.0,30.0,4.0,90.0,1.0,97.0,7.0,66.0,3.0,98.0,10.0,43.0,10.0,74.0,2.0,60.0,8.0,77.0,10.0,272.8320307
1.0,2.0,8.0,59.0,5.0,9.0,6.0,17.0,3.0,6.0,9.0,62.0,5.0,77.0,1.0,17.0,1.0,54.0,10.0,9.0,2.0,54.0,6.0,157.73614600000002
1.0,48.0,4.0,12.0,10.0,57.0,9.0,30.0,2.0,73.0,4.0,70.0,2.0,73.0,6.0,76.0,3.0,17.0,8.0,16.0,10.0,24.0,10.0,254.1011886
2.0,39.0,7.0,91.0,7.0,54.0,6.0,5.0,5.0,89.0,10.0,1.0,2.0,16.0,5.0,97.0,2.0,27.0,1.0,33.0,7.0,89.0,2.0,250.1705882
1.0,25.0,5.0,93.0,3.0,39.0,3.0,61.0,6.0,42.0,10.0,74.0,3.0,75.0,5.0,31.0,4.0,37.0,9.0,15.0,8.0,62.0,6.0,250.43299910000005
2.0,28.0,7.0,23.0,3.0,17.0,8.0,96.0,6.0,80.0,7.0,85.0,6.0,70.0,4.0,84.0,10.0,39.0,1.0,32.0,1.0,89.0,10.0,286.99287419999996
1.0,96.0,9.0,100.0,4.0,54.0,7.0,64.0,9.0,35.0,2.0,78.0,8.0,82.0,4.0,42.0,6.0,43.0,3.0,77.0,4.0,50.0,10.0,274.91777759999997
1.0,72.0,9.0,56.0,3.0,87.0,7.0,50.0,2.0,90.0,4.0,92.0,6.0,44.0,7.0,30.0,10.0,36.0,3.0,68.0,7.0,25.0,2.0,253.16707499999998
1.0,75.0,10.0,1.0,8.0,52.0,10.0,87.0,7.0,83.0,6.0,3.0,9.0,17.0,9.0,1.0,9.0,63.0,3.0,58.0,6.0,36.0,6.0,225.51935389999997
1.0,4.0,2.0,17.0,3.0,8.0,2.0,43.0,7.0,82.0,9.0,47.0,10.0,50.0,6.0,51.0,7.0,97.0,2.0,82.0,2.0,73.0,5.0,198.24639380000002
2.0,83.0,10.0,97.0,8.0,57.0,5.0,87.0,7.0,3.0,6.0,59.0,8.0,47.0,4.0,78.0,6.0,37.0,10.0,85.0,8.0,93.0,5.0,324.6675943
1.0,98.0,6.0,32.0,10.0,28.0,8.0,47.0,9.0,1.0,1.0,47.0,5.0,44.0,1.0,59.0,10.0,32.0,9.0,83.0,6.0,52.0,3.0,270.57600239999994
2.0,42.0,7.0,15.0,6.0,15.0,3.0,25.0,4.0,85.0,7.0,22.0,1.0,86.0,6.0,63.0,5.0,22.0,10.0,87.0,3.0,62.0,5.0,287.6504816
2.0,82.0,5.0,54.0,8.0,59.0,10.0,55.0,9.0,30.0,8.0,45.0,7.0,88.0,6.0,99.0,9.0,92.0,8.0,89.0,9.0,7.0,3.0,318.4146547
2.0,20.0,3.0,68.0,5.0,94.0,4.0,97.0,6.0,82.0,7.0,35.0,3.0,48.0,5.0,4.0,3.0,50.0,1.0,75.0,5.0,36.0,1.0,232.929762
1.0,39.0,10.0,28.0,7.0,58.0,1.0,49.0,4.0,34.0,1.0,32.0,4.0,23.0,5.0,36.0,2.0,62.0,6.0,94.0,8.0,31.0,5.0,226.5392237
2.0,46.0,6.0,11.0,2.0,38.0,5.0,16.0,8.0,33.0,8.0,55.0,10.0,91.0,9.0,14.0,7.0,3.0,4.0,53.0,6.0,9.0,8.0,206.5206981
2.0,87.0,5.0,95.0,2.0,46.0,2.0,75.0,9.0,38.0,10.0,19.0,9.0,43.0,5.0,75.0,4.0,77.0,9.0,33.0,7.0,3.0,4.0,289.94011570000004
2.0,9.0,1.0,61.0,10.0,35.0,2.0,100.0,8.0,94.0,3.0,65.0,7.0,42.0,10.0,20.0,2.0,78.0,1.0,65.0,2.0,44.0,1.0,202.97431019999996
1.0,64.0,3.0,23.0,2.0,82.0,7.0,80.0,6.0,100.0,1.0,91.0,8.0,8.0,4.0,39.0,4.0,57.0,6.0,30.0,8.0,55.0,10.0,222.6008281
2.0,75.0,7.0,25.0,5.0,75.0,6.0,77.0,10.0,87.0,5.0,41.0,9.0,50.0,1.0,26.0,6.0,58.0,9.0,62.0,10.0,77.0,8.0,269.0176629
2.0,83.0,4.0,63.0,4.0,82.0,5.0,47.0,9.0,19.0,6.0,95.0,3.0,62.0,2.0,6.0,7.0,85.0,6.0,40.0,6.0,89.0,9.0,265.5109159
2.0,45.0,7.0,88.0,10.0,99.0,3.0,51.0,10.0,90.0,8.0,52.0,4.0,77.0,6.0,48.0,5.0,69.0,7.0,2.0,1.0,31.0,6.0,273.67752379999996
2.0,54.0,4.0,77.0,9.0,55.0,6.0,76.0,2.0,53.0,6.0,95.0,8.0,70.0,7.0,10.0,9.0,44.0,5.0,48.0,7.0,86.0,8.0,259.0073748
2.0,72.0,1.0,26.0,7.0,77.0,6.0,31.0,6.0,19.0,6.0,11.0,1.0,1.0,9.0,17.0,7.0,21.0,6.0,58.0,2.0,70.0,10.0,221.5889361
2.0,27.0,5.0,44.0,9.0,100.0,4.0,89.0,3.0,30.0,4.0,36.0,10.0,49.0,7.0,42.0,5.0,16.0,6.0,43.0,10.0,97.0,1.0,258.71575909999996
1.0,12.0,4.0,4.0,9.0,60.0,2.0,80.0,10.0,6.0,10.0,1.0,7.0,30.0,3.0,43.0,9.0,100.0,9.0,26.0,5.0,49.0,7.0,217.14690839999997
2.0,98.0,3.0,85.0,7.0,84.0,2.0,75.0,9.0,77.0,7.0,74.0,5.0,51.0,1.0,71.0,3.0,64.0,9.0,49.0,3.0,34.0,4.0,301.07251370000006
1.0,98.0,5.0,71.0,4.0,71.0,4.0,59.0,8.0,63.0,3.0,32.0,10.0,14.0,1.0,68.0,7.0,60.0,2.0,16.0,5.0,62.0,9.0,269.43583240000004
2.0,51.0,6.0,28.0,8.0,95.0,4.0,39.0,8.0,6.0,7.0,21.0,6.0,60.0,2.0,37.0,7.0,66.0,7.0,30.0,10.0,81.0,8.0,272.13208710000004
1.0,96.0,4.0,43.0,9.0,79.0,3.0,91.0,2.0,39.0,2.0,19.0,5.0,70.0,5.0,47.0,5.0,41.0,6.0,95.0,7.0,28.0,4.0,263.7219658
1.0,31.0,5.0,14.0,10.0,14.0,6.0,31.0,4.0,98.0,7.0,12.0,6.0,60.0,8.0,18.0,7.0,80.0,5.0,92.0,6.0,37.0,10.0,225.5260878
2.0,88.0,5.0,39.0,8.0,28.0,2.0,49.0,8.0,34.0,8.0,45.0,2.0,10.0,7.0,11.0,6.0,10.0,1.0,22.0,10.0,44.0,6.0,211.56236289999998
2.0,87.0,10.0,44.0,1.0,21.0,7.0,38.0,10.0,89.0,7.0,84.0,5.0,52.0,4.0,55.0,1.0,61.0,5.0,47.0,4.0,13.0,6.0,259.7911965
2.0,14.0,4.0,2.0,9.0,40.0,10.0,92.0,7.0,61.0,8.0,88.0,2.0,13.0,7.0,52.0,8.0,45.0,3.0,34.0,8.0,95.0,5.0,228.5720145
1.0,71.0,10.0,43.0,6.0,91.0,6.0,35.0,1.0,59.0,1.0,96.0,8.0,17.0,3.0,21.0,5.0,79.0,4.0,100.0,2.0,36.0,9.0,232.31545119999998
1.0,63.0,7.0,25.0,2.0,45.0,1.0,95.0,1.0,58.0,8.0,78.0,1.0,90.0,3.0,19.0,5.0,47.0,8.0,57.0,7.0,42.0,8.0,241.56046759999998
1.0,74.0,5.0,5.0,7.0,68.0,3.0,40.0,1.0,17.0,2.0,39.0,3.0,60.0,1.0,58.0,10.0,11.0,9.0,49.0,6.0,51.0,6.0,258.2192213
2.0,18.0,3.0,15.0,4.0,7.0,6.0,85.0,6.0,47.0,8.0,19.0,1.0,63.0,6.0,89.0,3.0,29.0,6.0,45.0,2.0,76.0,4.0,266.228224
1.0,4.0,5.0,35.0,9.0,39.0,10.0,18.0,2.0,88.0,7.0,78.0,9.0,62.0,9.0,4.0,8.0,55.0,8.0,53.0,7.0,43.0,7.0,179.11130150000002
1.0,47.0,2.0,50.0,2.0,35.0,4.0,38.0,3.0,13.0,10.0,92.0,6.0,1.0,9.0,5.0,3.0,9.0,7.0,23.0,1.0,31.0,2.0,185.1374829
2.0,86.0,10.0,12.0,2.0,14.0,7.0,71.0,9.0,34.0,4.0,67.0,4.0,33.0,10.0,34.0,3.0,67.0,4.0,55.0,1.0,37.0,2.0,243.23554889999997
2.0,21.0,10.0,64.0,1.0,73.0,6.0,59.0,4.0,76.0,6.0,1.0,3.0,90.0,3.0,67.0,6.0,57.0,9.0,80.0,1.0,33.0,4.0,305.2910846
2.0,93.0,7.0,45.0,8.0,80.0,2.0,95.0,10.0,59.0,2.0,57.0,2.0,61.0,6.0,37.0,5.0,81.0,2.0,28.0,5.0,3.0,10.0,244.84308589999995
1.0,82.0,6.0,60.0,10.0,89.0,6.0,85.0,6.0,40.0,1.0,62.0,7.0,8.0,1.0,24.0,6.0,7.0,4.0,56.0,4.0,49.0,6.0,218.0668557
1.0,40.0,10.0,49.0,2.0,99.0,1.0,71.0,2.0,66.0,8.0,76.0,3.0,48.0,10.0,81.0,4.0,67.0,10.0,51.0,7.0,18.0,4.0,280.8108927999999
2.0,8.0,7.0,37.0,3.0,83.0,4.0,69.0,7.0,30.0,1.0,90.0,9.0,30.0,4.0,60.0,4.0,91.0,7.0,44.0,2.0,63.0,1.0,259.0149202
2.0,2.0,8.0,65.0,7.0,63.0,6.0,41.0,2.0,65.0,3.0,74.0,5.0,55.0,7.0,53.0,6.0,44.0,3.0,3.0,4.0,48.0,6.0,192.50801909999998
1.0,43.0,2.0,97.0,10.0,13.0,4.0,84.0,7.0,4.0,9.0,48.0,1.0,94.0,10.0,45.0,6.0,42.0,6.0,78.0,10.0,17.0,9.0,266.5220222
1.0,57.0,6.0,97.0,3.0,57.0,7.0,52.0,9.0,22.0,5.0,62.0,3.0,18.0,9.0,13.0,10.0,83.0,1.0,12.0,10.0,45.0,3.0,231.98809930000002
1.0,78.0,7.0,77.0,3.0,76.0,6.0,80.0,8.0,31.0,9.0,50.0,7.0,97.0,9.0,97.0,1.0,39.0,10.0,61.0,8.0,14.0,6.0,258.8549383
2.0,60.0,6.0,61.0,6.0,20.0,4.0,37.0,2.0,43.0,5.0,72.0,2.0,40.0,3.0,10.0,1.0,47.0,10.0,50.0,5.0,56.0,9.0,273.95231839999997
2.0,83.0,4.0,27.0,3.0,23.0,9.0,99.0,9.0,1.0,8.0,24.0,6.0,79.0,1.0,46.0,5.0,39.0,6.0,9.0,4.0,80.0,8.0,260.5872803
1.0,9.0,2.0,17.0,4.0,88.0,9.0,10.0,3.0,62.0,6.0,54.0,10.0,75.0,6.0,7.0,6.0,57.0,3.0,76.0,7.0,86.0,1.0,200.4324643
2.0,80.0,7.0,97.0,2.0,63.0,6.0,55.0,5.0,4.0,5.0,37.0,2.0,39.0,4.0,17.0,5.0,3.0,8.0,61.0,2.0,47.0,3.0,228.50689260000001
2.0,15.0,1.0,87.0,6.0,10.0,4.0,44.0,10.0,15.0,8.0,94.0,10.0,62.0,2.0,9.0,10.0,66.0,8.0,56.0,10.0,56.0,1.0,252.1325699
2.0,31.0,3.0,65.0,7.0,49.0,6.0,65.0,4.0,100.0,6.0,3.0,1.0,4.0,7.0,78.0,4.0,34.0,2.0,84.0,10.0,67.0,8.0,259.8090514
2.0,83.0,5.0,36.0,10.0,68.0,1.0,56.0,7.0,97.0,9.0,83.0,8.0,83.0,6.0,31.0,6.0,34.0,10.0,7.0,9.0,82.0,9.0,277.3553765
2.0,17.0,2.0,36.0,6.0,64.0,2.0,58.0,2.0,55.0,5.0,61.0,4.0,24.0,7.0,18.0,9.0,97.0,7.0,56.0,9.0,6.0,3.0,245.36376639999997
2.0,46.0,3.0,20.0,8.0,66.0,7.0,89.0,3.0,4.0,2.0,69.0,10.0,58.0,1.0,61.0,3.0,32.0,10.0,65.0,4.0,92.0,6.0,286.9162445
2.0,92.0,10.0,11.0,5.0,73.0,3.0,14.0,7.0,75.0,10.0,42.0,6.0,45.0,4.0,67.0,1.0,95.0,9.0,29.0,2.0,12.0,10.0,255.35138239999998
2.0,14.0,4.0,91.0,3.0,85.0,8.0,21.0,7.0,73.0,2.0,71.0,6.0,1.0,1.0,57.0,7.0,21.0,2.0,19.0,8.0,12.0,1.0,234.3049902
1.0,62.0,10.0,26.0,7.0,30.0,2.0,35.0,5.0,31.0,8.0,55.0,5.0,37.0,8.0,54.0,3.0,80.0,5.0,100.0,7.0,16.0,5.0,248.4582326
2.0,39.0,2.0,91.0,4.0,33.0,4.0,86.0,8.0,63.0,2.0,45.0,8.0,18.0,3.0,67.0,6.0,23.0,10.0,6.0,8.0,87.0,4.0,293.6787653
2.0,92.0,3.0,95.0,6.0,99.0,7.0,91.0,3.0,64.0,2.0,26.0,7.0,6.0,6.0,14.0,4.0,14.0,5.0,35.0,10.0,67.0,7.0,228.72687520000002
2.0,40.0,3.0,8.0,4.0,41.0,6.0,15.0,1.0,88.0,10.0,57.0,8.0,22.0,7.0,23.0,3.0,18.0,10.0,74.0,6.0,74.0,2.0,231.8315093
1.0,96.0,3.0,98.0,10.0,59.0,3.0,48.0,8.0,95.0,7.0,56.0,6.0,89.0,7.0,80.0,8.0,13.0,7.0,37.0,3.0,7.0,5.0,289.8604625
1.0,75.0,10.0,55.0,6.0,14.0,6.0,49.0,6.0,47.0,9.0,96.0,1.0,46.0,8.0,68.0,3.0,63.0,5.0,42.0,2.0,75.0,6.0,267.01794900000004
1.0,53.0,10.0,90.0,2.0,87.0,8.0,98.0,10.0,10.0,10.0,76.0,8.0,37.0,2.0,95.0,3.0,44.0,2.0,33.0,7.0,33.0,7.0,271.2330189
1.0,57.0,10.0,3.0,8.0,20.0,7.0,36.0,4.0,24.0,6.0,13.0,9.0,49.0,10.0,68.0,10.0,62.0,7.0,27.0,2.0,22.0,2.0,255.57213229999994
2.0,23.0,9.0,92.0,8.0,90.0,9.0,73.0,3.0,73.0,8.0,34.0,3.0,15.0,4.0,23.0,5.0,60.0,7.0,89.0,7.0,21.0,9.0,262.7772606
2.0,31.0,6.0,20.0,2.0,95.0,9.0,23.0,10.0,76.0,1.0,77.0,6.0,54.0,3.0,63.0,2.0,13.0,6.0,15.0,3.0,28.0,4.0,238.41281249999997
1.0,79.0,5.0,71.0,9.0,14.0,5.0,27.0,3.0,88.0,5.0,20.0,9.0,14.0,2.0,20.0,6.0,30.0,8.0,59.0,5.0,99.0,5.0,230.04301049999998
1.0,42.0,8.0,56.0,8.0,83.0,10.0,40.0,8.0,67.0,2.0,15.0,1.0,43.0,4.0,49.0,7.0,16.0,2.0,34.0,9.0,55.0,3.0,266.36864130000004
1.0,41.0,5.0,63.0,7.0,1.0,10.0,86.0,6.0,63.0,7.0,25.0,9.0,58.0,10.0,37.0,10.0,38.0,8.0,51.0,8.0,16.0,6.0,254.3271413
1.0,10.0,7.0,26.0,7.0,44.0,4.0,78.0,6.0,73.0,2.0,91.0,3.0,24.0,3.0,62.0,6.0,34.0,2.0,99.0,7.0,100.0,6.0,242.20229559999999
1.0,62.0,3.0,20.0,9.0,8.0,3.0,49.0,1.0,57.0,10.0,10.0,1.0,49.0,3.0,20.0,1.0,5.0,10.0,91.0,4.0,43.0,2.0,212.5852244
2.0,23.0,4.0,72.0,5.0,86.0,5.0,63.0,6.0,94.0,5.0,4.0,7.0,77.0,1.0,61.0,8.0,35.0,7.0,15.0,1.0,29.0,3.0,290.2492714
2.0,69.0,7.0,35.0,2.0,56.0,6.0,63.0,8.0,52.0,3.0,14.0,3.0,43.0,4.0,92.0,3.0,47.0,10.0,70.0,8.0,50.0,3.0,317.5939182
2.0,68.0,4.0,67.0,6.0,24.0,7.0,62.0,9.0,45.0,2.0,7.0,8.0,45.0,4.0,6.0,10.0,96.0,9.0,35.0,2.0,43.0,4.0,266.6567579
1.0,18.0,5.0,33.0,2.0,14.0,4.0,11.0,8.0,2.0,8.0,20.0,10.0,91.0,4.0,9.0,3.0,59.0,6.0,50.0,8.0,80.0,1.0,216.1463857
2.0,89.0,7.0,51.0,3.0,81.0,1.0,10.0,6.0,56.0,1.0,29.0,6.0,87.0,10.0,93.0,7.0,34.0,7.0,19.0,7.0,58.0,10.0,307.50555770000005
2.0,17.0,4.0,69.0,10.0,40.0,9.0,66.0,10.0,68.0,7.0,24.0,2.0,28.0,3.0,25.0,8.0,29.0,10.0,84.0,7.0,24.0,2.0,270.19584819999994
1.0,44.0,4.0,61.0,5.0,13.0,4.0,5.0,2.0,40.0,9.0,38.0,3.0,39.0,4.0,14.0,8.0,11.0,8.0,97.0,10.0,46.0,8.0,224.5347079
