context,computer(downsampling rate),computer(frame rate),computer_2(downsampling rate),computer_2(frame rate),cups(downsampling rate),cups(frame rate),desk(downsampling rate),desk(frame rate),chair(downsampling rate),chair(frame rate),papers(downsampling rate),papers(frame rate),person_1(downsampling rate),person_1(frame rate),person_2(downsampling rate),person_2(frame rate),score
2.0,13.0,4.0,98.0,4.0,74.0,6.0,61.0,5.0,63.0,3.0,95.0,1.0,9.0,9.0,84.0,10.0,239.80399519999997
2.0,59.0,4.0,5.0,3.0,90.0,4.0,58.0,8.0,34.0,2.0,12.0,1.0,100.0,1.0,85.0,10.0,246.16574659999998
2.0,21.0,1.0,2.0,6.0,16.0,5.0,96.0,6.0,70.0,7.0,99.0,8.0,74.0,4.0,90.0,7.0,228.17197249999998
1.0,47.0,1.0,36.0,7.0,93.0,8.0,26.0,2.0,62.0,9.0,8.0,6.0,40.0,5.0,28.0,1.0,261.1402682
1.0,89.0,8.0,1.0,6.0,16.0,3.0,81.0,3.0,5.0,3.0,94.0,3.0,77.0,3.0,17.0,1.0,218.5822658
1.0,46.0,1.0,3.0,10.0,19.0,2.0,63.0,1.0,53.0,5.0,72.0,10.0,3.0,9.0,99.0,10.0,229.90732760000003
1.0,51.0,7.0,15.0,2.0,87.0,1.0,94.0,1.0,56.0,7.0,99.0,2.0,18.0,1.0,76.0,8.0,254.4403894
2.0,74.0,9.0,42.0,6.0,56.0,2.0,45.0,8.0,14.0,6.0,40.0,7.0,81.0,4.0,23.0,4.0,240.86476349999998
1.0,70.0,4.0,70.0,8.0,22.0,4.0,9.0,2.0,9.0,9.0,75.0,6.0,83.0,6.0,44.0,9.0,283.65293909999997
1.0,48.0,5.0,78.0,8.0,45.0,7.0,55.0,6.0,76.0,2.0,11.0,4.0,43.0,7.0,80.0,8.0,276.87180309999997
1.0,68.0,4.0,11.0,4.0,32.0,1.0,4.0,3.0,51.0,8.0,41.0,6.0,8.0,1.0,10.0,3.0,203.7304235
2.0,35.0,9.0,95.0,1.0,66.0,3.0,80.0,8.0,71.0,10.0,29.0,6.0,66.0,3.0,79.0,2.0,226.86677430000003
2.0,18.0,1.0,24.0,8.0,56.0,2.0,16.0,4.0,18.0,7.0,2.0,3.0,43.0,10.0,8.0,4.0,200.93153379999998
2.0,26.0,1.0,94.0,1.0,90.0,1.0,19.0,1.0,46.0,9.0,94.0,5.0,23.0,8.0,46.0,3.0,191.1930337
2.0,38.0,8.0,17.0,2.0,60.0,9.0,55.0,4.0,83.0,7.0,83.0,3.0,100.0,9.0,43.0,9.0,267.35366159999995
1.0,84.0,4.0,50.0,1.0,32.0,5.0,84.0,6.0,60.0,7.0,77.0,10.0,86.0,1.0,45.0,8.0,284.35309449999994
2.0,70.0,6.0,7.0,10.0,79.0,10.0,51.0,10.0,88.0,4.0,34.0,5.0,52.0,6.0,8.0,3.0,211.4463613
1.0,17.0,7.0,49.0,6.0,18.0,9.0,19.0,8.0,79.0,3.0,10.0,4.0,85.0,6.0,20.0,4.0,298.8442613
2.0,86.0,1.0,35.0,4.0,68.0,1.0,33.0,2.0,59.0,2.0,57.0,9.0,31.0,6.0,94.0,7.0,220.2472851
2.0,54.0,6.0,78.0,8.0,18.0,6.0,32.0,5.0,54.0,3.0,99.0,4.0,97.0,4.0,14.0,2.0,238.118268
2.0,74.0,6.0,83.0,9.0,19.0,1.0,83.0,8.0,30.0,3.0,20.0,6.0,3.0,3.0,56.0,7.0,221.3899821
1.0,92.0,8.0,72.0,7.0,27.0,5.0,41.0,3.0,91.0,8.0,60.0,1.0,16.0,6.0,20.0,2.0,256.21394399999997
1.0,43.0,8.0,53.0,7.0,33.0,1.0,76.0,3.0,69.0,8.0,31.0,1.0,71.0,3.0,42.0,3.0,296.1075623
1.0,1.0,7.0,56.0,8.0,34.0,8.0,65.0,4.0,68.0,5.0,75.0,8.0,47.0,2.0,54.0,3.0,218.40912960000003
2.0,75.0,5.0,13.0,7.0,85.0,1.0,86.0,8.0,53.0,6.0,1.0,5.0,76.0,8.0,27.0,4.0,245.43141759999997
2.0,40.0,7.0,17.0,5.0,66.0,6.0,91.0,3.0,25.0,4.0,3.0,2.0,77.0,4.0,38.0,5.0,249.1437068
2.0,84.0,4.0,35.0,2.0,92.0,10.0,93.0,3.0,17.0,5.0,95.0,1.0,95.0,8.0,44.0,8.0,273.4872583
1.0,16.0,1.0,84.0,7.0,24.0,6.0,98.0,9.0,95.0,3.0,80.0,2.0,68.0,5.0,82.0,4.0,300.7200384
1.0,91.0,8.0,58.0,9.0,8.0,9.0,45.0,2.0,43.0,4.0,23.0,9.0,58.0,4.0,98.0,5.0,279.87778289999994
1.0,51.0,6.0,95.0,10.0,12.0,1.0,10.0,9.0,86.0,2.0,54.0,10.0,100.0,2.0,92.0,9.0,282.9844836
2.0,84.0,9.0,27.0,10.0,90.0,2.0,47.0,10.0,23.0,9.0,91.0,6.0,64.0,1.0,15.0,7.0,219.240998
2.0,65.0,3.0,71.0,4.0,54.0,1.0,55.0,5.0,12.0,7.0,76.0,10.0,82.0,1.0,68.0,2.0,202.98021509999998
1.0,91.0,4.0,61.0,9.0,23.0,9.0,56.0,8.0,17.0,5.0,49.0,5.0,36.0,8.0,8.0,6.0,273.0960995
2.0,56.0,10.0,37.0,9.0,73.0,10.0,61.0,9.0,44.0,10.0,39.0,8.0,42.0,2.0,52.0,5.0,217.88390900000002
2.0,89.0,1.0,23.0,7.0,87.0,8.0,6.0,6.0,38.0,3.0,13.0,1.0,44.0,3.0,47.0,4.0,184.25186140000002
2.0,28.0,3.0,84.0,1.0,27.0,8.0,73.0,5.0,99.0,3.0,27.0,5.0,46.0,9.0,98.0,10.0,267.5690407
2.0,32.0,10.0,38.0,4.0,26.0,5.0,78.0,5.0,42.0,9.0,71.0,7.0,43.0,8.0,45.0,7.0,230.7156078
1.0,16.0,4.0,53.0,2.0,68.0,4.0,42.0,6.0,40.0,6.0,17.0,4.0,40.0,5.0,15.0,4.0,263.0450752
2.0,98.0,5.0,90.0,2.0,25.0,1.0,93.0,7.0,60.0,5.0,30.0,6.0,55.0,2.0,87.0,4.0,219.4793813
2.0,60.0,1.0,45.0,3.0,22.0,8.0,86.0,3.0,36.0,8.0,59.0,3.0,82.0,8.0,50.0,7.0,265.11449430000005
1.0,59.0,7.0,53.0,8.0,18.0,6.0,90.0,9.0,54.0,1.0,13.0,6.0,48.0,9.0,26.0,4.0,277.75153600000004
1.0,88.0,3.0,66.0,6.0,84.0,10.0,38.0,5.0,94.0,10.0,18.0,1.0,11.0,3.0,88.0,2.0,248.216796
1.0,60.0,10.0,19.0,9.0,17.0,10.0,33.0,7.0,45.0,6.0,75.0,1.0,53.0,2.0,36.0,6.0,271.3270877
1.0,43.0,4.0,100.0,8.0,8.0,3.0,68.0,8.0,51.0,8.0,81.0,5.0,14.0,2.0,58.0,5.0,256.5544327
1.0,72.0,7.0,35.0,8.0,28.0,7.0,45.0,6.0,53.0,10.0,39.0,7.0,46.0,3.0,28.0,6.0,278.8787457
1.0,24.0,4.0,5.0,6.0,5.0,1.0,63.0,10.0,20.0,4.0,24.0,6.0,58.0,4.0,37.0,10.0,243.3112067
2.0,35.0,2.0,20.0,7.0,51.0,5.0,72.0,7.0,29.0,6.0,99.0,3.0,50.0,3.0,62.0,1.0,203.3791832
1.0,78.0,5.0,3.0,3.0,92.0,3.0,81.0,4.0,60.0,7.0,18.0,7.0,89.0,7.0,96.0,4.0,263.3766814
1.0,40.0,9.0,49.0,4.0,20.0,9.0,95.0,3.0,95.0,2.0,36.0,7.0,20.0,5.0,95.0,8.0,263.41504660000004
1.0,3.0,4.0,100.0,10.0,56.0,2.0,49.0,10.0,37.0,8.0,45.0,7.0,53.0,10.0,85.0,9.0,245.7896214
2.0,12.0,10.0,37.0,8.0,27.0,2.0,47.0,2.0,67.0,4.0,70.0,5.0,15.0,1.0,1.0,2.0,167.2115914
2.0,6.0,10.0,85.0,1.0,98.0,8.0,17.0,1.0,65.0,8.0,8.0,7.0,41.0,4.0,54.0,3.0,187.8942008
2.0,31.0,3.0,2.0,7.0,20.0,6.0,40.0,5.0,30.0,6.0,84.0,8.0,25.0,8.0,60.0,8.0,189.8937214
1.0,48.0,2.0,8.0,2.0,59.0,8.0,96.0,6.0,98.0,5.0,97.0,3.0,36.0,7.0,97.0,10.0,274.5172577
1.0,56.0,1.0,32.0,3.0,71.0,8.0,77.0,6.0,30.0,1.0,59.0,1.0,35.0,4.0,27.0,8.0,273.12982669999997
2.0,79.0,4.0,60.0,2.0,14.0,7.0,32.0,8.0,1.0,6.0,73.0,7.0,87.0,8.0,95.0,6.0,233.9341806
2.0,6.0,3.0,71.0,8.0,44.0,1.0,99.0,7.0,28.0,4.0,95.0,5.0,69.0,8.0,79.0,6.0,241.90903319999998
2.0,21.0,2.0,46.0,9.0,91.0,4.0,72.0,3.0,14.0,4.0,22.0,10.0,41.0,1.0,65.0,7.0,206.16501309999998
1.0,89.0,4.0,6.0,2.0,8.0,9.0,55.0,3.0,42.0,3.0,30.0,1.0,24.0,5.0,1.0,5.0,227.0733237
2.0,39.0,9.0,67.0,6.0,66.0,3.0,5.0,7.0,98.0,6.0,22.0,8.0,16.0,2.0,36.0,5.0,167.72869089999998
1.0,94.0,7.0,60.0,10.0,8.0,2.0,9.0,3.0,96.0,10.0,22.0,6.0,32.0,3.0,40.0,8.0,243.00500430000002
2.0,43.0,1.0,82.0,3.0,40.0,7.0,75.0,8.0,99.0,4.0,62.0,5.0,10.0,6.0,74.0,8.0,211.72080009999996
1.0,38.0,9.0,74.0,10.0,48.0,5.0,15.0,7.0,21.0,3.0,36.0,1.0,14.0,9.0,84.0,5.0,252.08272500000004
1.0,30.0,6.0,9.0,1.0,5.0,8.0,81.0,2.0,86.0,9.0,28.0,8.0,34.0,2.0,86.0,4.0,241.59285970000002
1.0,61.0,4.0,81.0,1.0,97.0,7.0,79.0,5.0,20.0,4.0,49.0,10.0,98.0,7.0,59.0,6.0,323.5610292
2.0,42.0,9.0,38.0,8.0,24.0,6.0,97.0,4.0,36.0,2.0,79.0,10.0,94.0,8.0,84.0,9.0,269.7230382
1.0,28.0,2.0,3.0,2.0,5.0,10.0,56.0,1.0,34.0,8.0,74.0,6.0,82.0,9.0,37.0,3.0,253.78221159999998
1.0,17.0,3.0,100.0,9.0,36.0,6.0,22.0,5.0,11.0,4.0,40.0,5.0,77.0,8.0,62.0,7.0,297.7607847
2.0,24.0,4.0,79.0,3.0,80.0,4.0,22.0,2.0,9.0,6.0,38.0,5.0,68.0,3.0,96.0,3.0,204.54796499999995
1.0,39.0,6.0,79.0,6.0,40.0,1.0,6.0,5.0,83.0,3.0,57.0,3.0,9.0,1.0,85.0,10.0,233.41506649999997
2.0,100.0,6.0,73.0,5.0,47.0,2.0,59.0,2.0,33.0,5.0,83.0,9.0,72.0,1.0,13.0,5.0,222.2744634
1.0,11.0,2.0,28.0,2.0,50.0,9.0,63.0,10.0,39.0,4.0,54.0,1.0,89.0,4.0,53.0,7.0,308.20085320000004
1.0,81.0,3.0,96.0,6.0,10.0,8.0,93.0,7.0,55.0,9.0,2.0,6.0,81.0,9.0,58.0,5.0,298.75235050000003
2.0,39.0,5.0,85.0,7.0,77.0,4.0,94.0,1.0,46.0,1.0,74.0,8.0,24.0,6.0,43.0,5.0,215.3258294
1.0,84.0,3.0,9.0,6.0,15.0,10.0,6.0,5.0,90.0,8.0,50.0,9.0,18.0,1.0,49.0,10.0,217.30998189999997
1.0,24.0,8.0,23.0,10.0,11.0,9.0,89.0,7.0,93.0,9.0,97.0,7.0,13.0,3.0,58.0,8.0,252.3961867
1.0,69.0,5.0,100.0,2.0,79.0,5.0,82.0,7.0,68.0,10.0,1.0,2.0,21.0,8.0,34.0,8.0,264.7913062
1.0,65.0,10.0,4.0,4.0,42.0,10.0,67.0,10.0,52.0,9.0,46.0,5.0,91.0,9.0,81.0,9.0,277.8472855
1.0,70.0,6.0,60.0,10.0,58.0,9.0,11.0,4.0,49.0,9.0,9.0,9.0,61.0,7.0,17.0,10.0,284.4358772
1.0,83.0,1.0,54.0,3.0,43.0,4.0,74.0,3.0,10.0,1.0,89.0,1.0,27.0,6.0,88.0,2.0,251.94423869999997
2.0,43.0,1.0,70.0,5.0,21.0,8.0,77.0,5.0,42.0,5.0,89.0,1.0,18.0,4.0,45.0,1.0,183.11245340000002
1.0,22.0,4.0,26.0,4.0,91.0,4.0,39.0,7.0,17.0,2.0,98.0,5.0,38.0,9.0,15.0,9.0,273.7041628
2.0,79.0,6.0,78.0,5.0,61.0,5.0,10.0,5.0,69.0,9.0,63.0,1.0,84.0,3.0,70.0,2.0,223.5665712
1.0,6.0,1.0,52.0,6.0,48.0,10.0,26.0,2.0,95.0,5.0,64.0,7.0,92.0,10.0,33.0,1.0,293.27363940000004
1.0,100.0,3.0,94.0,2.0,97.0,8.0,4.0,10.0,15.0,9.0,37.0,5.0,15.0,4.0,40.0,4.0,221.18412189999998
2.0,35.0,3.0,42.0,7.0,77.0,9.0,73.0,1.0,79.0,9.0,12.0,10.0,100.0,2.0,24.0,10.0,270.776506
2.0,79.0,9.0,56.0,2.0,74.0,5.0,62.0,9.0,84.0,4.0,85.0,3.0,21.0,1.0,3.0,10.0,192.8520111
1.0,47.0,8.0,58.0,3.0,24.0,1.0,83.0,1.0,71.0,8.0,53.0,6.0,48.0,4.0,66.0,6.0,285.45261880000004
2.0,12.0,5.0,45.0,4.0,32.0,9.0,58.0,9.0,2.0,8.0,34.0,7.0,45.0,5.0,25.0,1.0,171.9674135
2.0,26.0,10.0,31.0,4.0,29.0,3.0,6.0,2.0,60.0,4.0,31.0,5.0,69.0,3.0,64.0,6.0,212.1227907
1.0,46.0,8.0,64.0,7.0,73.0,8.0,33.0,4.0,35.0,2.0,45.0,10.0,57.0,10.0,13.0,3.0,293.42198909999996
2.0,71.0,3.0,91.0,6.0,49.0,4.0,19.0,9.0,63.0,1.0,72.0,10.0,27.0,9.0,10.0,8.0,209.295804
1.0,24.0,5.0,61.0,4.0,88.0,9.0,11.0,2.0,81.0,4.0,70.0,9.0,64.0,6.0,45.0,8.0,293.15326919999995
2.0,6.0,4.0,5.0,3.0,59.0,3.0,44.0,6.0,80.0,7.0,70.0,8.0,73.0,10.0,44.0,4.0,220.3976681
1.0,76.0,5.0,36.0,3.0,4.0,10.0,47.0,6.0,76.0,6.0,92.0,2.0,77.0,10.0,16.0,1.0,313.01864779999994
1.0,98.0,9.0,27.0,6.0,66.0,7.0,75.0,1.0,16.0,2.0,20.0,4.0,84.0,8.0,76.0,9.0,310.47537630000005
2.0,5.0,4.0,19.0,5.0,18.0,4.0,48.0,4.0,9.0,8.0,31.0,5.0,18.0,4.0,99.0,8.0,169.55296719999998
1.0,77.0,1.0,3.0,1.0,89.0,6.0,6.0,6.0,44.0,5.0,3.0,6.0,55.0,1.0,17.0,5.0,168.65010460000002
1.0,32.0,5.0,66.0,3.0,79.0,5.0,30.0,2.0,62.0,10.0,22.0,2.0,9.0,6.0,96.0,10.0,253.4105363
1.0,100.0,9.0,95.0,3.0,5.0,2.0,16.0,4.0,90.0,1.0,92.0,9.0,12.0,2.0,69.0,10.0,253.0294114
1.0,4.0,1.0,82.0,8.0,73.0,4.0,59.0,7.0,62.0,5.0,56.0,2.0,99.0,10.0,36.0,4.0,280.45670670000004
1.0,12.0,3.0,66.0,6.0,44.0,3.0,98.0,6.0,98.0,1.0,50.0,2.0,62.0,8.0,16.0,2.0,297.23008409999994
1.0,46.0,3.0,95.0,8.0,29.0,7.0,81.0,7.0,51.0,8.0,6.0,1.0,42.0,1.0,24.0,8.0,253.6814334
2.0,56.0,6.0,45.0,5.0,15.0,5.0,95.0,4.0,69.0,6.0,82.0,4.0,5.0,5.0,35.0,7.0,211.25693529999998
2.0,1.0,4.0,45.0,6.0,28.0,7.0,44.0,2.0,59.0,4.0,67.0,4.0,1.0,1.0,92.0,2.0,192.7364717
1.0,43.0,6.0,8.0,4.0,93.0,3.0,65.0,2.0,62.0,10.0,93.0,3.0,16.0,7.0,35.0,8.0,250.53338709999997
2.0,3.0,2.0,59.0,8.0,19.0,4.0,37.0,9.0,95.0,6.0,33.0,2.0,72.0,6.0,91.0,7.0,229.9599691
1.0,54.0,9.0,96.0,7.0,29.0,5.0,20.0,8.0,3.0,3.0,77.0,3.0,35.0,1.0,15.0,2.0,226.6369319
1.0,8.0,6.0,64.0,4.0,70.0,4.0,99.0,2.0,27.0,9.0,97.0,5.0,32.0,4.0,72.0,5.0,266.1491099
1.0,73.0,2.0,31.0,6.0,51.0,2.0,74.0,3.0,29.0,4.0,47.0,8.0,58.0,9.0,91.0,3.0,294.13869289999997
1.0,83.0,8.0,40.0,7.0,99.0,5.0,97.0,7.0,70.0,1.0,61.0,9.0,100.0,3.0,24.0,10.0,316.8769338
2.0,65.0,4.0,80.0,8.0,72.0,1.0,31.0,10.0,15.0,7.0,6.0,9.0,62.0,8.0,50.0,5.0,244.48450770000002
1.0,55.0,7.0,82.0,5.0,88.0,5.0,75.0,8.0,40.0,1.0,33.0,3.0,59.0,6.0,79.0,5.0,303.72698499999996
1.0,99.0,1.0,85.0,8.0,30.0,4.0,33.0,10.0,62.0,6.0,21.0,8.0,40.0,5.0,64.0,6.0,271.0874641
2.0,43.0,8.0,87.0,4.0,44.0,3.0,56.0,6.0,88.0,1.0,62.0,10.0,70.0,10.0,69.0,3.0,244.18253799999997
2.0,8.0,7.0,82.0,2.0,78.0,4.0,87.0,3.0,35.0,7.0,45.0,3.0,87.0,1.0,61.0,4.0,216.3981295
1.0,38.0,10.0,3.0,1.0,96.0,6.0,47.0,2.0,89.0,5.0,100.0,8.0,60.0,10.0,87.0,4.0,250.8554759
1.0,31.0,1.0,44.0,2.0,22.0,10.0,56.0,10.0,88.0,9.0,19.0,7.0,56.0,4.0,44.0,5.0,282.00398420000005
1.0,89.0,4.0,75.0,9.0,37.0,3.0,73.0,9.0,55.0,7.0,41.0,1.0,92.0,1.0,62.0,9.0,283.6139483
2.0,92.0,4.0,74.0,10.0,29.0,2.0,60.0,3.0,68.0,3.0,50.0,2.0,75.0,1.0,36.0,7.0,226.99477620000002
1.0,63.0,3.0,69.0,2.0,78.0,9.0,60.0,7.0,40.0,1.0,95.0,5.0,44.0,7.0,82.0,6.0,289.4632829
2.0,10.0,2.0,58.0,8.0,18.0,6.0,75.0,2.0,47.0,5.0,51.0,5.0,52.0,4.0,61.0,2.0,214.08966879999997
1.0,61.0,7.0,41.0,7.0,78.0,10.0,32.0,4.0,30.0,6.0,78.0,2.0,67.0,6.0,71.0,10.0,309.3908332
1.0,100.0,10.0,22.0,7.0,3.0,7.0,72.0,1.0,86.0,10.0,44.0,5.0,37.0,9.0,60.0,9.0,264.52936569999997
1.0,87.0,4.0,82.0,9.0,55.0,9.0,77.0,9.0,36.0,9.0,61.0,9.0,10.0,2.0,38.0,9.0,260.6487752
1.0,64.0,5.0,44.0,6.0,46.0,2.0,47.0,7.0,37.0,3.0,69.0,10.0,14.0,6.0,80.0,2.0,259.3353624
1.0,21.0,3.0,7.0,6.0,64.0,1.0,1.0,6.0,27.0,3.0,95.0,10.0,58.0,2.0,66.0,3.0,228.01355470000004
2.0,61.0,6.0,64.0,5.0,96.0,6.0,62.0,9.0,49.0,2.0,31.0,5.0,51.0,6.0,70.0,6.0,239.4654114
1.0,89.0,1.0,2.0,3.0,49.0,2.0,85.0,9.0,45.0,3.0,98.0,1.0,9.0,10.0,17.0,6.0,214.400827
1.0,16.0,2.0,25.0,9.0,83.0,1.0,35.0,1.0,54.0,5.0,83.0,6.0,54.0,5.0,39.0,4.0,279.8305442
1.0,39.0,5.0,56.0,5.0,36.0,9.0,80.0,8.0,97.0,7.0,90.0,6.0,87.0,2.0,49.0,5.0,300.08945170000004
2.0,6.0,5.0,38.0,7.0,2.0,5.0,93.0,5.0,77.0,2.0,87.0,10.0,64.0,2.0,14.0,5.0,197.6680602
1.0,95.0,6.0,32.0,9.0,43.0,7.0,17.0,1.0,1.0,5.0,60.0,10.0,80.0,3.0,9.0,3.0,266.69959489999997
2.0,48.0,6.0,57.0,2.0,34.0,3.0,55.0,2.0,54.0,2.0,33.0,3.0,54.0,9.0,94.0,5.0,238.7132337
2.0,27.0,4.0,19.0,1.0,48.0,10.0,68.0,3.0,63.0,10.0,44.0,6.0,60.0,6.0,90.0,2.0,224.6863534
1.0,97.0,7.0,21.0,9.0,25.0,7.0,26.0,4.0,54.0,7.0,43.0,8.0,68.0,3.0,11.0,10.0,292.2082039
2.0,32.0,10.0,76.0,8.0,71.0,7.0,49.0,5.0,99.0,5.0,32.0,8.0,9.0,2.0,90.0,10.0,237.72215189999997
1.0,58.0,9.0,6.0,1.0,76.0,9.0,26.0,1.0,40.0,6.0,96.0,9.0,84.0,4.0,58.0,6.0,288.56326659999996
2.0,26.0,5.0,53.0,2.0,38.0,1.0,40.0,4.0,23.0,3.0,52.0,5.0,16.0,6.0,45.0,10.0,230.99010049999998
1.0,44.0,5.0,19.0,6.0,70.0,2.0,58.0,1.0,18.0,7.0,43.0,10.0,94.0,7.0,31.0,5.0,317.660868
1.0,42.0,6.0,75.0,10.0,28.0,1.0,78.0,7.0,4.0,5.0,9.0,4.0,31.0,4.0,73.0,9.0,234.73244499999998
1.0,18.0,7.0,75.0,7.0,18.0,10.0,63.0,2.0,15.0,3.0,53.0,10.0,3.0,5.0,68.0,2.0,268.8365098
2.0,64.0,1.0,87.0,9.0,20.0,4.0,99.0,6.0,2.0,3.0,22.0,6.0,53.0,5.0,81.0,7.0,209.0107239
1.0,84.0,8.0,23.0,6.0,25.0,8.0,8.0,6.0,9.0,2.0,21.0,3.0,19.0,7.0,43.0,10.0,218.1278266
1.0,25.0,7.0,8.0,9.0,82.0,6.0,6.0,7.0,7.0,2.0,84.0,2.0,31.0,5.0,23.0,1.0,204.20561569999998
2.0,7.0,9.0,74.0,9.0,59.0,5.0,49.0,2.0,9.0,8.0,50.0,5.0,50.0,6.0,50.0,9.0,207.75206919999997
1.0,16.0,9.0,42.0,6.0,72.0,7.0,11.0,6.0,1.0,9.0,96.0,7.0,49.0,7.0,65.0,6.0,244.18524979999998
1.0,97.0,10.0,78.0,4.0,99.0,8.0,92.0,1.0,20.0,7.0,25.0,2.0,33.0,1.0,100.0,5.0,259.1353444
2.0,12.0,4.0,84.0,8.0,34.0,1.0,3.0,8.0,33.0,8.0,52.0,4.0,36.0,2.0,76.0,2.0,156.1075685
2.0,71.0,10.0,19.0,5.0,55.0,6.0,31.0,6.0,63.0,2.0,47.0,5.0,31.0,10.0,90.0,7.0,219.30350889999997
2.0,99.0,4.0,73.0,5.0,30.0,4.0,8.0,6.0,40.0,5.0,4.0,10.0,41.0,6.0,16.0,4.0,194.1451623
2.0,82.0,8.0,75.0,2.0,90.0,1.0,49.0,3.0,48.0,1.0,24.0,6.0,50.0,4.0,22.0,7.0,233.19003240000004
1.0,8.0,1.0,80.0,6.0,96.0,8.0,29.0,7.0,66.0,3.0,52.0,4.0,74.0,7.0,81.0,2.0,301.5624201
2.0,42.0,6.0,49.0,10.0,39.0,8.0,22.0,8.0,2.0,2.0,52.0,9.0,70.0,3.0,67.0,4.0,201.8677373
1.0,10.0,6.0,2.0,5.0,41.0,9.0,50.0,7.0,13.0,2.0,16.0,6.0,33.0,10.0,75.0,3.0,203.3308973
2.0,76.0,1.0,93.0,2.0,32.0,9.0,76.0,3.0,64.0,10.0,30.0,1.0,62.0,10.0,97.0,9.0,254.6652261
2.0,58.0,4.0,60.0,6.0,11.0,6.0,1.0,1.0,92.0,7.0,22.0,1.0,45.0,7.0,1.0,6.0,168.26459749999998
2.0,62.0,1.0,25.0,3.0,89.0,5.0,3.0,7.0,41.0,6.0,66.0,7.0,90.0,5.0,43.0,5.0,226.2183465
2.0,4.0,6.0,23.0,8.0,71.0,4.0,33.0,10.0,48.0,1.0,21.0,6.0,91.0,9.0,86.0,5.0,240.75807980000002
1.0,32.0,1.0,100.0,10.0,53.0,10.0,90.0,5.0,27.0,1.0,49.0,10.0,64.0,8.0,13.0,8.0,309.06806259999996
1.0,91.0,6.0,81.0,9.0,62.0,3.0,63.0,2.0,11.0,8.0,22.0,6.0,41.0,6.0,2.0,3.0,260.5824825
2.0,44.0,1.0,81.0,1.0,55.0,2.0,42.0,3.0,66.0,8.0,71.0,2.0,48.0,3.0,12.0,2.0,208.81987900000001
1.0,31.0,2.0,46.0,3.0,65.0,8.0,61.0,9.0,60.0,3.0,16.0,3.0,70.0,6.0,49.0,2.0,297.35221640000003
2.0,98.0,5.0,52.0,4.0,100.0,8.0,22.0,5.0,77.0,10.0,74.0,10.0,61.0,7.0,34.0,6.0,243.8424775
1.0,23.0,5.0,64.0,2.0,42.0,9.0,27.0,5.0,61.0,1.0,27.0,10.0,17.0,8.0,79.0,5.0,252.78832680000002
1.0,71.0,4.0,7.0,3.0,37.0,9.0,76.0,5.0,77.0,4.0,87.0,9.0,94.0,1.0,50.0,3.0,270.2216926
2.0,63.0,4.0,15.0,6.0,6.0,6.0,79.0,5.0,9.0,3.0,27.0,9.0,96.0,1.0,31.0,2.0,174.73830769999998
1.0,54.0,2.0,86.0,10.0,38.0,1.0,93.0,6.0,49.0,6.0,89.0,6.0,83.0,4.0,66.0,2.0,313.40773329999996
2.0,82.0,3.0,72.0,10.0,76.0,7.0,3.0,8.0,55.0,10.0,24.0,7.0,95.0,7.0,86.0,8.0,237.82817649999998
2.0,67.0,5.0,20.0,4.0,92.0,9.0,23.0,2.0,70.0,2.0,71.0,2.0,83.0,10.0,1.0,8.0,246.25760820000002
2.0,65.0,1.0,58.0,4.0,58.0,10.0,2.0,5.0,86.0,4.0,61.0,2.0,54.0,5.0,83.0,7.0,201.55724379999998
1.0,72.0,6.0,82.0,8.0,84.0,8.0,14.0,7.0,76.0,4.0,73.0,10.0,51.0,9.0,58.0,4.0,286.727088
2.0,39.0,6.0,7.0,8.0,98.0,3.0,17.0,2.0,16.0,5.0,31.0,8.0,43.0,4.0,65.0,1.0,186.32466219999998
1.0,6.0,4.0,50.0,5.0,53.0,1.0,20.0,2.0,11.0,6.0,9.0,6.0,28.0,10.0,8.0,8.0,212.6448574
2.0,22.0,7.0,38.0,4.0,98.0,2.0,29.0,5.0,43.0,1.0,21.0,9.0,68.0,6.0,28.0,2.0,229.8951071
2.0,94.0,2.0,68.0,3.0,38.0,9.0,89.0,4.0,71.0,9.0,97.0,8.0,7.0,6.0,85.0,8.0,214.6917149
1.0,8.0,1.0,75.0,10.0,70.0,8.0,15.0,1.0,78.0,9.0,55.0,6.0,91.0,3.0,47.0,4.0,293.93937370000003
2.0,42.0,4.0,84.0,7.0,83.0,10.0,49.0,7.0,59.0,6.0,93.0,4.0,66.0,8.0,27.0,1.0,227.12415949999996
2.0,98.0,5.0,18.0,5.0,75.0,5.0,51.0,3.0,76.0,3.0,78.0,6.0,37.0,3.0,81.0,8.0,221.91001770000003
1.0,11.0,10.0,87.0,5.0,41.0,8.0,64.0,6.0,56.0,3.0,85.0,9.0,79.0,9.0,47.0,2.0,313.4443668
2.0,8.0,3.0,63.0,7.0,27.0,8.0,28.0,10.0,58.0,5.0,54.0,4.0,78.0,2.0,20.0,5.0,227.8450918
1.0,50.0,2.0,91.0,4.0,29.0,7.0,56.0,1.0,42.0,1.0,43.0,7.0,35.0,8.0,83.0,5.0,275.97014140000005
1.0,11.0,9.0,52.0,2.0,75.0,1.0,12.0,9.0,71.0,8.0,94.0,10.0,58.0,10.0,85.0,6.0,287.9264723
2.0,24.0,4.0,61.0,9.0,98.0,5.0,28.0,5.0,18.0,1.0,43.0,1.0,90.0,6.0,95.0,5.0,263.99291519999997
