context,drawer(downsampling rate),drawer(frame rate),cpu(downsampling rate),cpu(frame rate),chair(downsampling rate),chair(frame rate),computer(downsampling rate),computer(frame rate),keyboard(downsampling rate),keyboard(frame rate),mouse(downsampling rate),mouse(frame rate),computer_2(downsampling rate),computer_2(frame rate),bag(downsampling rate),bag(frame rate),clothes(downsampling rate),clothes(frame rate),food(downsampling rate),food(frame rate),canister(downsampling rate),canister(frame rate),papers(downsampling rate),papers(frame rate),desk(downsampling rate),desk(frame rate),person_1(downsampling rate),person_1(frame rate),person_2(downsampling rate),person_2(frame rate),score
1.0,65.0,1.0,43.0,1.0,76.0,7.0,37.0,8.0,22.0,3.0,87.0,1.0,99.0,3.0,11.0,4.0,98.0,10.0,83.0,1.0,62.0,2.0,65.0,10.0,66.0,7.0,4.0,6.0,51.0,4.0,348.21864980000004
1.0,43.0,10.0,17.0,5.0,8.0,2.0,87.0,6.0,29.0,6.0,52.0,2.0,90.0,7.0,33.0,7.0,11.0,4.0,77.0,5.0,19.0,1.0,32.0,3.0,9.0,10.0,50.0,2.0,55.0,4.0,344.8344206000001
2.0,92.0,5.0,73.0,6.0,46.0,1.0,94.0,2.0,37.0,10.0,66.0,8.0,12.0,1.0,20.0,8.0,41.0,4.0,86.0,6.0,61.0,6.0,14.0,5.0,14.0,2.0,20.0,7.0,28.0,8.0,317.8843231
2.0,21.0,10.0,35.0,3.0,46.0,9.0,95.0,3.0,44.0,7.0,71.0,10.0,28.0,5.0,24.0,2.0,49.0,4.0,69.0,9.0,34.0,8.0,92.0,6.0,69.0,4.0,62.0,7.0,13.0,8.0,345.1975532
2.0,25.0,1.0,84.0,3.0,67.0,1.0,95.0,6.0,53.0,1.0,79.0,6.0,40.0,5.0,78.0,9.0,13.0,5.0,12.0,5.0,88.0,3.0,77.0,7.0,25.0,2.0,22.0,2.0,13.0,8.0,304.59569080000006
2.0,77.0,2.0,47.0,10.0,48.0,5.0,66.0,5.0,42.0,8.0,70.0,5.0,56.0,8.0,96.0,8.0,34.0,3.0,59.0,7.0,26.0,2.0,23.0,6.0,30.0,1.0,36.0,5.0,85.0,10.0,353.0235879
1.0,7.0,1.0,11.0,5.0,81.0,8.0,21.0,5.0,71.0,3.0,38.0,9.0,39.0,5.0,47.0,1.0,80.0,6.0,5.0,8.0,71.0,4.0,17.0,8.0,46.0,7.0,5.0,3.0,13.0,5.0,322.70629979999995
1.0,49.0,1.0,50.0,1.0,3.0,9.0,4.0,4.0,39.0,10.0,81.0,1.0,61.0,6.0,62.0,4.0,95.0,3.0,84.0,6.0,44.0,2.0,32.0,1.0,48.0,3.0,38.0,10.0,67.0,1.0,345.5214024
1.0,81.0,9.0,19.0,7.0,61.0,3.0,17.0,5.0,60.0,4.0,7.0,8.0,91.0,10.0,3.0,5.0,70.0,6.0,50.0,5.0,90.0,1.0,53.0,4.0,20.0,4.0,71.0,9.0,80.0,1.0,389.1242422
1.0,36.0,3.0,32.0,4.0,26.0,6.0,27.0,9.0,33.0,9.0,6.0,7.0,84.0,4.0,5.0,6.0,50.0,3.0,56.0,7.0,40.0,3.0,39.0,8.0,22.0,4.0,33.0,4.0,19.0,4.0,376.9914798
2.0,53.0,1.0,99.0,10.0,41.0,4.0,33.0,10.0,16.0,2.0,73.0,9.0,70.0,4.0,3.0,1.0,20.0,1.0,84.0,1.0,48.0,9.0,27.0,5.0,77.0,10.0,20.0,2.0,59.0,5.0,306.75444130000005
1.0,4.0,1.0,95.0,5.0,28.0,1.0,95.0,4.0,10.0,9.0,74.0,2.0,24.0,5.0,95.0,9.0,61.0,4.0,22.0,5.0,51.0,5.0,85.0,3.0,64.0,3.0,94.0,9.0,28.0,8.0,394.8481829999999
1.0,66.0,4.0,1.0,8.0,32.0,8.0,51.0,2.0,45.0,6.0,32.0,8.0,64.0,9.0,79.0,5.0,73.0,7.0,36.0,6.0,80.0,5.0,92.0,10.0,63.0,3.0,24.0,4.0,34.0,6.0,385.65379370000005
2.0,37.0,4.0,75.0,8.0,63.0,1.0,79.0,4.0,11.0,9.0,90.0,4.0,19.0,7.0,99.0,5.0,80.0,6.0,7.0,9.0,6.0,2.0,25.0,4.0,65.0,2.0,9.0,3.0,64.0,6.0,280.2310072
1.0,16.0,8.0,86.0,3.0,56.0,8.0,6.0,8.0,99.0,5.0,63.0,10.0,44.0,3.0,72.0,5.0,89.0,6.0,36.0,1.0,61.0,4.0,82.0,4.0,26.0,10.0,78.0,9.0,94.0,7.0,373.54277490000004
1.0,23.0,1.0,52.0,4.0,40.0,2.0,16.0,3.0,66.0,2.0,88.0,5.0,60.0,4.0,31.0,9.0,33.0,2.0,88.0,10.0,96.0,8.0,32.0,10.0,33.0,4.0,90.0,8.0,4.0,3.0,393.6430739
2.0,20.0,6.0,32.0,1.0,21.0,7.0,46.0,4.0,33.0,6.0,37.0,3.0,79.0,6.0,98.0,1.0,24.0,3.0,87.0,10.0,19.0,10.0,66.0,3.0,21.0,4.0,38.0,6.0,13.0,5.0,332.2270769
2.0,67.0,3.0,78.0,10.0,3.0,10.0,74.0,2.0,94.0,3.0,34.0,8.0,45.0,10.0,41.0,2.0,51.0,9.0,44.0,7.0,86.0,3.0,88.0,2.0,85.0,1.0,7.0,2.0,16.0,4.0,266.0604456
2.0,4.0,5.0,53.0,6.0,48.0,10.0,37.0,9.0,24.0,4.0,7.0,8.0,66.0,5.0,67.0,3.0,17.0,6.0,29.0,7.0,65.0,1.0,36.0,5.0,69.0,2.0,98.0,6.0,80.0,10.0,351.2693023
1.0,5.0,7.0,36.0,5.0,43.0,9.0,66.0,4.0,54.0,9.0,33.0,6.0,27.0,10.0,27.0,10.0,86.0,5.0,79.0,2.0,79.0,7.0,79.0,4.0,18.0,9.0,77.0,8.0,85.0,3.0,392.34125200000005
2.0,10.0,4.0,53.0,4.0,52.0,8.0,56.0,7.0,42.0,2.0,73.0,9.0,56.0,8.0,32.0,4.0,37.0,1.0,10.0,2.0,36.0,3.0,29.0,6.0,30.0,7.0,53.0,3.0,74.0,8.0,314.0214841
1.0,33.0,2.0,38.0,9.0,14.0,7.0,58.0,4.0,42.0,2.0,43.0,4.0,98.0,3.0,91.0,8.0,97.0,2.0,21.0,3.0,17.0,4.0,61.0,7.0,11.0,8.0,33.0,8.0,42.0,6.0,391.69284030000006
1.0,93.0,3.0,59.0,9.0,19.0,7.0,19.0,9.0,69.0,6.0,45.0,6.0,97.0,6.0,60.0,6.0,46.0,5.0,77.0,3.0,81.0,6.0,71.0,3.0,42.0,6.0,4.0,7.0,6.0,5.0,345.1404853
1.0,83.0,4.0,13.0,3.0,63.0,3.0,54.0,4.0,12.0,2.0,74.0,4.0,26.0,6.0,62.0,4.0,87.0,10.0,72.0,8.0,10.0,6.0,73.0,4.0,55.0,5.0,97.0,5.0,88.0,10.0,398.25386890000004
1.0,15.0,7.0,72.0,10.0,34.0,8.0,71.0,5.0,88.0,2.0,86.0,9.0,3.0,1.0,5.0,8.0,69.0,8.0,24.0,9.0,57.0,3.0,13.0,6.0,64.0,10.0,91.0,4.0,91.0,2.0,332.9683721
1.0,29.0,8.0,80.0,9.0,97.0,5.0,83.0,6.0,3.0,2.0,92.0,4.0,23.0,3.0,59.0,1.0,35.0,5.0,93.0,7.0,77.0,6.0,35.0,10.0,4.0,2.0,58.0,6.0,53.0,3.0,359.98374970000003
1.0,56.0,4.0,4.0,7.0,34.0,6.0,26.0,2.0,42.0,3.0,15.0,2.0,18.0,5.0,46.0,7.0,95.0,10.0,67.0,2.0,100.0,2.0,93.0,5.0,30.0,5.0,3.0,2.0,22.0,2.0,317.77520499999997
1.0,23.0,7.0,2.0,10.0,14.0,4.0,61.0,4.0,47.0,1.0,63.0,2.0,12.0,8.0,55.0,4.0,80.0,7.0,2.0,1.0,96.0,2.0,52.0,5.0,5.0,8.0,92.0,2.0,38.0,4.0,316.95445720000004
2.0,62.0,2.0,32.0,2.0,75.0,6.0,82.0,2.0,38.0,10.0,93.0,8.0,31.0,2.0,93.0,1.0,64.0,6.0,5.0,7.0,93.0,9.0,64.0,10.0,59.0,8.0,76.0,8.0,34.0,9.0,341.04370150000005
1.0,79.0,5.0,63.0,9.0,71.0,7.0,33.0,5.0,17.0,3.0,61.0,2.0,95.0,4.0,4.0,1.0,74.0,7.0,2.0,4.0,10.0,7.0,16.0,9.0,16.0,10.0,16.0,10.0,57.0,7.0,360.8590466
2.0,54.0,6.0,75.0,6.0,18.0,9.0,87.0,2.0,17.0,5.0,18.0,8.0,94.0,4.0,89.0,6.0,72.0,10.0,8.0,4.0,92.0,10.0,71.0,2.0,67.0,1.0,67.0,7.0,56.0,9.0,344.5080726
2.0,89.0,10.0,23.0,8.0,61.0,7.0,58.0,2.0,13.0,2.0,76.0,8.0,73.0,8.0,13.0,10.0,26.0,6.0,99.0,9.0,92.0,8.0,36.0,6.0,92.0,6.0,66.0,6.0,74.0,10.0,364.0582865
1.0,91.0,3.0,24.0,5.0,1.0,2.0,82.0,6.0,63.0,2.0,67.0,6.0,97.0,2.0,15.0,8.0,73.0,2.0,88.0,3.0,31.0,6.0,91.0,7.0,18.0,2.0,33.0,1.0,13.0,3.0,333.311241
1.0,77.0,2.0,51.0,3.0,47.0,3.0,20.0,6.0,43.0,9.0,52.0,7.0,71.0,3.0,97.0,1.0,90.0,10.0,38.0,6.0,27.0,5.0,96.0,6.0,17.0,9.0,38.0,10.0,38.0,8.0,399.8062122
1.0,47.0,6.0,66.0,10.0,94.0,8.0,4.0,1.0,93.0,8.0,2.0,7.0,46.0,5.0,66.0,6.0,79.0,4.0,78.0,10.0,86.0,8.0,26.0,10.0,34.0,3.0,96.0,3.0,83.0,10.0,348.106578
2.0,99.0,4.0,45.0,4.0,76.0,7.0,94.0,7.0,16.0,7.0,18.0,5.0,55.0,9.0,56.0,7.0,68.0,7.0,69.0,1.0,52.0,7.0,91.0,6.0,13.0,5.0,86.0,10.0,38.0,4.0,342.7867665
2.0,93.0,9.0,57.0,9.0,15.0,6.0,86.0,6.0,78.0,1.0,27.0,8.0,37.0,1.0,7.0,6.0,52.0,10.0,26.0,7.0,58.0,1.0,97.0,4.0,79.0,3.0,86.0,5.0,91.0,5.0,348.33078099999994
2.0,39.0,2.0,16.0,8.0,78.0,10.0,52.0,4.0,12.0,4.0,52.0,1.0,50.0,1.0,58.0,10.0,90.0,1.0,57.0,3.0,53.0,8.0,38.0,3.0,9.0,2.0,51.0,5.0,39.0,8.0,318.1767425
1.0,82.0,3.0,67.0,10.0,90.0,2.0,88.0,3.0,17.0,7.0,35.0,5.0,60.0,8.0,18.0,4.0,20.0,10.0,37.0,9.0,20.0,3.0,58.0,3.0,38.0,10.0,98.0,10.0,100.0,8.0,410.24400430000003
1.0,81.0,9.0,88.0,6.0,38.0,7.0,38.0,4.0,10.0,1.0,83.0,2.0,36.0,2.0,82.0,3.0,88.0,8.0,48.0,1.0,51.0,4.0,66.0,8.0,96.0,2.0,52.0,5.0,75.0,2.0,400.6164791
1.0,7.0,3.0,31.0,8.0,58.0,9.0,86.0,1.0,66.0,4.0,20.0,10.0,74.0,5.0,55.0,5.0,85.0,4.0,10.0,1.0,85.0,8.0,30.0,3.0,40.0,8.0,80.0,6.0,81.0,7.0,400.2206963
1.0,71.0,7.0,84.0,3.0,1.0,8.0,78.0,10.0,51.0,1.0,17.0,8.0,88.0,9.0,25.0,5.0,97.0,1.0,68.0,1.0,81.0,7.0,81.0,5.0,67.0,5.0,30.0,10.0,60.0,1.0,386.74810709999997
2.0,39.0,5.0,3.0,10.0,100.0,3.0,68.0,9.0,55.0,3.0,69.0,6.0,7.0,10.0,52.0,3.0,28.0,9.0,65.0,6.0,14.0,4.0,91.0,1.0,81.0,3.0,61.0,6.0,49.0,10.0,333.47931239999997
1.0,12.0,3.0,51.0,5.0,81.0,2.0,81.0,4.0,53.0,8.0,59.0,7.0,34.0,7.0,85.0,10.0,10.0,3.0,24.0,10.0,62.0,1.0,87.0,1.0,57.0,3.0,16.0,1.0,11.0,10.0,349.7911937
2.0,5.0,4.0,39.0,6.0,42.0,6.0,5.0,6.0,80.0,4.0,46.0,3.0,13.0,6.0,3.0,9.0,74.0,5.0,73.0,3.0,65.0,1.0,15.0,3.0,3.0,7.0,10.0,3.0,64.0,5.0,240.47755810000004
1.0,2.0,2.0,65.0,8.0,90.0,9.0,48.0,7.0,60.0,2.0,27.0,10.0,45.0,2.0,29.0,10.0,85.0,1.0,77.0,5.0,75.0,6.0,48.0,7.0,10.0,6.0,8.0,7.0,33.0,3.0,334.3080163
1.0,18.0,8.0,82.0,9.0,78.0,4.0,90.0,7.0,69.0,7.0,11.0,6.0,26.0,9.0,34.0,6.0,82.0,10.0,95.0,10.0,4.0,8.0,9.0,4.0,6.0,3.0,65.0,9.0,3.0,10.0,361.86541810000006
1.0,68.0,7.0,45.0,9.0,17.0,10.0,86.0,5.0,65.0,8.0,80.0,2.0,24.0,6.0,70.0,2.0,59.0,8.0,90.0,8.0,81.0,9.0,25.0,9.0,3.0,5.0,30.0,2.0,99.0,6.0,337.95285499999994
1.0,63.0,3.0,29.0,7.0,67.0,4.0,81.0,10.0,67.0,10.0,63.0,2.0,73.0,2.0,70.0,7.0,67.0,2.0,70.0,6.0,78.0,5.0,50.0,10.0,4.0,2.0,70.0,8.0,68.0,4.0,387.6169297
2.0,79.0,2.0,26.0,8.0,31.0,7.0,14.0,4.0,67.0,1.0,100.0,5.0,74.0,9.0,94.0,7.0,22.0,5.0,96.0,1.0,87.0,8.0,55.0,6.0,97.0,4.0,43.0,8.0,88.0,8.0,353.0254553
1.0,39.0,2.0,38.0,10.0,64.0,1.0,13.0,5.0,54.0,5.0,15.0,6.0,81.0,5.0,17.0,1.0,10.0,10.0,83.0,10.0,9.0,4.0,57.0,10.0,27.0,3.0,32.0,1.0,52.0,3.0,346.18571569999995
2.0,87.0,2.0,6.0,6.0,85.0,8.0,66.0,10.0,91.0,4.0,89.0,10.0,87.0,5.0,87.0,6.0,17.0,10.0,61.0,2.0,18.0,4.0,61.0,7.0,92.0,1.0,62.0,3.0,37.0,4.0,329.66415250000006
1.0,89.0,10.0,78.0,8.0,70.0,6.0,68.0,5.0,84.0,5.0,84.0,10.0,67.0,1.0,68.0,3.0,32.0,8.0,77.0,6.0,1.0,10.0,18.0,5.0,20.0,10.0,13.0,1.0,54.0,8.0,338.59163200000006
1.0,23.0,10.0,41.0,5.0,66.0,3.0,41.0,8.0,17.0,9.0,8.0,6.0,100.0,3.0,50.0,5.0,19.0,3.0,78.0,5.0,25.0,8.0,11.0,9.0,70.0,7.0,10.0,4.0,23.0,10.0,356.6195948
2.0,21.0,10.0,45.0,4.0,28.0,9.0,4.0,10.0,53.0,7.0,14.0,4.0,99.0,2.0,51.0,8.0,3.0,9.0,96.0,6.0,80.0,8.0,56.0,5.0,52.0,6.0,69.0,5.0,80.0,10.0,336.3568457
2.0,72.0,3.0,12.0,7.0,96.0,1.0,68.0,6.0,92.0,7.0,8.0,3.0,37.0,8.0,55.0,4.0,58.0,1.0,58.0,5.0,51.0,4.0,62.0,4.0,67.0,3.0,50.0,7.0,49.0,3.0,349.3876193
2.0,48.0,8.0,37.0,10.0,41.0,4.0,86.0,3.0,80.0,8.0,53.0,6.0,60.0,5.0,90.0,2.0,24.0,8.0,22.0,5.0,95.0,9.0,93.0,1.0,63.0,9.0,22.0,9.0,44.0,9.0,339.2759419
1.0,44.0,3.0,45.0,5.0,32.0,1.0,27.0,9.0,74.0,8.0,45.0,7.0,51.0,1.0,8.0,4.0,97.0,6.0,92.0,7.0,80.0,3.0,83.0,1.0,71.0,9.0,97.0,8.0,31.0,10.0,408.88508609999997
2.0,81.0,1.0,40.0,9.0,60.0,8.0,55.0,9.0,6.0,10.0,83.0,9.0,13.0,10.0,17.0,1.0,84.0,9.0,30.0,3.0,92.0,7.0,100.0,4.0,2.0,3.0,6.0,5.0,65.0,6.0,248.58334130000003
2.0,90.0,10.0,8.0,2.0,2.0,1.0,45.0,9.0,36.0,1.0,21.0,2.0,28.0,2.0,47.0,9.0,7.0,7.0,84.0,1.0,98.0,9.0,96.0,10.0,61.0,5.0,71.0,8.0,15.0,7.0,316.2784559
1.0,8.0,5.0,25.0,5.0,27.0,4.0,40.0,3.0,35.0,8.0,5.0,1.0,62.0,10.0,2.0,2.0,86.0,4.0,5.0,5.0,10.0,3.0,75.0,6.0,50.0,3.0,46.0,1.0,46.0,1.0,343.29488169999996
1.0,6.0,3.0,56.0,8.0,8.0,2.0,66.0,10.0,51.0,6.0,93.0,5.0,4.0,5.0,66.0,8.0,11.0,1.0,27.0,8.0,55.0,8.0,14.0,1.0,67.0,3.0,94.0,5.0,21.0,3.0,343.3495229
2.0,10.0,9.0,60.0,9.0,42.0,4.0,28.0,5.0,62.0,5.0,98.0,9.0,88.0,2.0,62.0,9.0,34.0,2.0,77.0,2.0,79.0,4.0,55.0,4.0,70.0,4.0,87.0,6.0,81.0,9.0,348.25382650000006
2.0,51.0,10.0,86.0,10.0,43.0,8.0,88.0,6.0,14.0,8.0,69.0,2.0,41.0,9.0,54.0,3.0,95.0,5.0,46.0,6.0,52.0,9.0,31.0,4.0,20.0,7.0,19.0,1.0,56.0,5.0,291.3794203
1.0,52.0,2.0,40.0,3.0,27.0,1.0,16.0,7.0,34.0,2.0,63.0,8.0,30.0,1.0,41.0,2.0,79.0,10.0,100.0,5.0,30.0,1.0,56.0,3.0,90.0,4.0,7.0,10.0,67.0,5.0,351.9581677
1.0,1.0,1.0,59.0,3.0,49.0,8.0,10.0,6.0,88.0,8.0,82.0,7.0,89.0,6.0,62.0,4.0,95.0,1.0,19.0,1.0,77.0,4.0,92.0,6.0,67.0,5.0,49.0,1.0,27.0,2.0,344.5552614
1.0,37.0,3.0,19.0,10.0,39.0,8.0,81.0,3.0,2.0,10.0,48.0,4.0,44.0,9.0,14.0,2.0,39.0,7.0,70.0,6.0,39.0,4.0,100.0,6.0,4.0,9.0,37.0,2.0,10.0,7.0,332.4362869
1.0,69.0,3.0,37.0,5.0,13.0,3.0,80.0,2.0,21.0,4.0,28.0,7.0,28.0,7.0,24.0,7.0,25.0,2.0,79.0,7.0,60.0,10.0,8.0,9.0,98.0,7.0,55.0,10.0,55.0,7.0,389.22918549999997
2.0,35.0,3.0,77.0,5.0,71.0,4.0,64.0,10.0,69.0,3.0,41.0,5.0,73.0,4.0,10.0,9.0,62.0,10.0,12.0,1.0,32.0,8.0,33.0,3.0,87.0,7.0,68.0,2.0,7.0,5.0,315.57668079999996
1.0,9.0,6.0,57.0,1.0,6.0,4.0,50.0,10.0,60.0,5.0,73.0,9.0,89.0,6.0,78.0,10.0,81.0,5.0,5.0,9.0,25.0,4.0,45.0,1.0,17.0,6.0,62.0,8.0,58.0,7.0,378.99004659999997
2.0,36.0,4.0,89.0,8.0,72.0,1.0,66.0,8.0,67.0,5.0,83.0,6.0,90.0,7.0,44.0,2.0,27.0,10.0,83.0,6.0,14.0,6.0,28.0,5.0,2.0,2.0,37.0,9.0,65.0,2.0,314.4981858
1.0,90.0,1.0,5.0,6.0,94.0,8.0,79.0,9.0,79.0,9.0,57.0,1.0,24.0,7.0,81.0,2.0,25.0,6.0,16.0,5.0,61.0,7.0,46.0,7.0,74.0,8.0,99.0,3.0,80.0,8.0,378.4729309
1.0,100.0,5.0,59.0,4.0,93.0,10.0,12.0,3.0,50.0,7.0,51.0,4.0,6.0,8.0,95.0,7.0,16.0,6.0,10.0,9.0,77.0,5.0,29.0,4.0,9.0,3.0,81.0,9.0,91.0,9.0,340.9820459
2.0,47.0,9.0,53.0,4.0,93.0,3.0,1.0,2.0,96.0,4.0,69.0,10.0,91.0,10.0,48.0,8.0,46.0,6.0,64.0,4.0,75.0,1.0,69.0,8.0,79.0,3.0,19.0,3.0,32.0,4.0,305.2003497
2.0,49.0,9.0,98.0,9.0,68.0,2.0,2.0,6.0,82.0,3.0,66.0,5.0,35.0,6.0,97.0,9.0,1.0,2.0,83.0,3.0,22.0,1.0,87.0,8.0,59.0,3.0,46.0,7.0,13.0,5.0,320.74007689999996
1.0,58.0,3.0,37.0,10.0,36.0,5.0,50.0,5.0,38.0,8.0,55.0,9.0,51.0,7.0,48.0,5.0,79.0,9.0,7.0,7.0,13.0,3.0,51.0,1.0,24.0,2.0,43.0,6.0,97.0,6.0,393.5501793
1.0,12.0,9.0,30.0,7.0,9.0,7.0,30.0,8.0,27.0,7.0,6.0,9.0,49.0,10.0,11.0,10.0,13.0,9.0,48.0,4.0,23.0,1.0,53.0,6.0,47.0,1.0,47.0,3.0,52.0,10.0,368.361573
2.0,24.0,2.0,28.0,8.0,80.0,9.0,29.0,8.0,99.0,1.0,91.0,4.0,99.0,2.0,47.0,10.0,53.0,4.0,88.0,3.0,12.0,5.0,9.0,7.0,36.0,10.0,56.0,2.0,38.0,5.0,310.859967
1.0,37.0,3.0,9.0,6.0,20.0,4.0,14.0,8.0,85.0,5.0,99.0,2.0,25.0,10.0,14.0,3.0,33.0,4.0,82.0,1.0,77.0,10.0,74.0,5.0,92.0,9.0,93.0,6.0,100.0,7.0,389.31838600000003
1.0,57.0,1.0,90.0,1.0,53.0,3.0,42.0,1.0,98.0,4.0,14.0,4.0,56.0,5.0,55.0,7.0,73.0,7.0,58.0,7.0,87.0,7.0,33.0,7.0,40.0,1.0,71.0,7.0,35.0,7.0,404.2512364
2.0,46.0,1.0,86.0,7.0,12.0,9.0,90.0,3.0,14.0,1.0,86.0,6.0,43.0,7.0,58.0,9.0,73.0,3.0,93.0,10.0,82.0,10.0,16.0,4.0,65.0,3.0,35.0,3.0,92.0,9.0,325.9493465
1.0,78.0,5.0,49.0,1.0,58.0,3.0,18.0,7.0,66.0,3.0,18.0,6.0,15.0,4.0,92.0,8.0,75.0,9.0,17.0,4.0,93.0,4.0,89.0,5.0,95.0,8.0,45.0,10.0,85.0,9.0,400.343831
2.0,81.0,7.0,47.0,2.0,56.0,1.0,24.0,4.0,98.0,1.0,39.0,8.0,27.0,9.0,90.0,8.0,72.0,2.0,71.0,4.0,48.0,5.0,45.0,5.0,54.0,8.0,21.0,1.0,42.0,10.0,304.50548540000005
2.0,20.0,7.0,18.0,9.0,34.0,6.0,35.0,10.0,20.0,3.0,25.0,6.0,42.0,4.0,80.0,6.0,85.0,7.0,21.0,7.0,30.0,5.0,46.0,6.0,52.0,10.0,87.0,5.0,72.0,10.0,348.4039508
2.0,58.0,2.0,36.0,5.0,18.0,9.0,12.0,6.0,58.0,5.0,78.0,8.0,22.0,4.0,99.0,9.0,99.0,2.0,12.0,5.0,1.0,8.0,47.0,10.0,69.0,5.0,12.0,2.0,64.0,8.0,285.08489529999997
1.0,77.0,6.0,91.0,9.0,37.0,8.0,83.0,5.0,32.0,3.0,47.0,9.0,46.0,6.0,57.0,8.0,88.0,4.0,21.0,4.0,91.0,7.0,97.0,6.0,9.0,4.0,39.0,2.0,48.0,10.0,362.5075604
1.0,20.0,3.0,54.0,10.0,71.0,6.0,26.0,7.0,14.0,1.0,80.0,1.0,47.0,4.0,40.0,4.0,59.0,6.0,57.0,1.0,50.0,3.0,77.0,7.0,89.0,10.0,62.0,7.0,81.0,6.0,405.0922136
1.0,64.0,1.0,39.0,2.0,70.0,7.0,48.0,2.0,2.0,7.0,3.0,3.0,3.0,2.0,49.0,7.0,78.0,3.0,100.0,6.0,98.0,8.0,40.0,6.0,43.0,1.0,74.0,1.0,51.0,2.0,297.2968608
2.0,16.0,6.0,63.0,7.0,94.0,2.0,45.0,4.0,92.0,7.0,86.0,4.0,34.0,8.0,51.0,7.0,73.0,6.0,27.0,1.0,59.0,9.0,45.0,7.0,24.0,5.0,81.0,6.0,46.0,9.0,335.1472157
1.0,37.0,7.0,1.0,10.0,29.0,6.0,32.0,5.0,50.0,9.0,3.0,2.0,71.0,1.0,75.0,9.0,28.0,8.0,12.0,8.0,4.0,9.0,95.0,3.0,27.0,7.0,30.0,4.0,93.0,8.0,372.04575769999997
2.0,14.0,4.0,21.0,5.0,83.0,8.0,84.0,9.0,8.0,8.0,64.0,8.0,89.0,5.0,86.0,4.0,80.0,10.0,21.0,10.0,89.0,8.0,82.0,4.0,23.0,6.0,54.0,7.0,82.0,5.0,344.18621620000005
2.0,92.0,9.0,22.0,8.0,18.0,4.0,51.0,1.0,69.0,6.0,60.0,3.0,78.0,9.0,21.0,4.0,40.0,2.0,71.0,5.0,87.0,8.0,77.0,5.0,84.0,8.0,78.0,7.0,87.0,2.0,357.868439
2.0,48.0,4.0,100.0,7.0,46.0,8.0,35.0,2.0,100.0,4.0,30.0,10.0,49.0,3.0,89.0,8.0,13.0,7.0,8.0,9.0,21.0,8.0,31.0,2.0,13.0,4.0,51.0,10.0,17.0,10.0,330.0104372
1.0,68.0,7.0,77.0,2.0,32.0,8.0,21.0,6.0,1.0,8.0,32.0,4.0,73.0,7.0,90.0,2.0,97.0,8.0,5.0,8.0,32.0,8.0,86.0,2.0,63.0,6.0,72.0,3.0,17.0,4.0,368.5907137
2.0,47.0,7.0,91.0,9.0,75.0,1.0,34.0,9.0,63.0,9.0,12.0,4.0,3.0,6.0,22.0,1.0,81.0,1.0,93.0,6.0,78.0,1.0,79.0,7.0,28.0,3.0,53.0,7.0,56.0,8.0,324.5974951
1.0,4.0,10.0,100.0,2.0,15.0,1.0,77.0,3.0,41.0,1.0,28.0,5.0,13.0,8.0,13.0,4.0,90.0,6.0,72.0,5.0,93.0,2.0,75.0,1.0,8.0,5.0,65.0,3.0,64.0,5.0,344.4632354
2.0,40.0,7.0,48.0,9.0,30.0,9.0,46.0,6.0,55.0,9.0,61.0,10.0,9.0,9.0,73.0,6.0,35.0,9.0,58.0,3.0,77.0,3.0,7.0,8.0,69.0,2.0,81.0,5.0,19.0,8.0,326.26980389999994
2.0,66.0,10.0,39.0,3.0,28.0,5.0,60.0,4.0,58.0,10.0,56.0,10.0,72.0,10.0,72.0,3.0,85.0,5.0,49.0,7.0,51.0,9.0,52.0,6.0,89.0,9.0,84.0,5.0,70.0,7.0,347.5541859
1.0,23.0,3.0,98.0,6.0,60.0,7.0,25.0,10.0,24.0,4.0,16.0,10.0,11.0,7.0,74.0,9.0,27.0,8.0,82.0,5.0,36.0,2.0,83.0,2.0,16.0,7.0,24.0,10.0,63.0,9.0,372.31692189999995
1.0,52.0,8.0,46.0,4.0,77.0,3.0,84.0,1.0,20.0,4.0,35.0,7.0,93.0,5.0,31.0,10.0,1.0,4.0,47.0,4.0,70.0,3.0,17.0,7.0,81.0,7.0,51.0,7.0,33.0,3.0,397.5521756
2.0,15.0,1.0,39.0,10.0,77.0,9.0,77.0,3.0,97.0,10.0,74.0,8.0,73.0,4.0,100.0,8.0,49.0,4.0,11.0,7.0,89.0,6.0,60.0,6.0,20.0,9.0,91.0,9.0,18.0,7.0,339.5205131000001
2.0,61.0,3.0,90.0,1.0,3.0,1.0,8.0,7.0,23.0,2.0,76.0,6.0,89.0,3.0,90.0,4.0,53.0,2.0,10.0,4.0,97.0,2.0,42.0,7.0,96.0,9.0,41.0,4.0,69.0,2.0,303.88344709999996
2.0,20.0,1.0,39.0,9.0,30.0,8.0,11.0,3.0,78.0,4.0,84.0,1.0,82.0,7.0,31.0,10.0,98.0,10.0,60.0,5.0,78.0,4.0,68.0,1.0,75.0,3.0,65.0,4.0,3.0,3.0,332.16341320000004
1.0,35.0,4.0,3.0,10.0,2.0,1.0,72.0,5.0,19.0,9.0,17.0,3.0,64.0,7.0,36.0,2.0,9.0,5.0,57.0,5.0,20.0,3.0,12.0,4.0,6.0,8.0,50.0,10.0,27.0,4.0,335.64376100000004
